,name,price,link,Xuất xứ,Thời điểm ra mắt,Thời gian bảo hành,Kích thước,Trọng lượng sản phẩm,Chất liệu,Phiên bản CPU,Loại CPU,Số nhân,Tốc độ tối đa,RAM,Kích thước màn hình,Công nghệ màn hình,Chuẩn màn hình,Độ phân giải,Tần số quét,Loại cảm ứng,Độ sáng,Chip đồ hoạ (GPU),Dung lượng (ROM),Danh bạ lưu trữ,Thẻ nhớ ngoài,Hỗ trợ thẻ nhớ tối đa,Camera 1,Resolution,Resolution camera 1,Cảm biến,Bảo mật,Tính năng đặc biệt,Số khe SIM,Thẻ SIM,Hỗ trợ mạng,Cổng giao tiếp,Wifi,GPS,Bluetooth,Kết nối khác,Loại PIN,Dung lượng pin,Củ sạc kèm máy,OS,Version,Phụ kiện trong hộp,Chuẩn kháng nước / Bụi bẩn,Tỷ lệ diện tích sử dụng màn hình,CPU,Mật độ điểm ảnh,Bộ nhớ còn lại,Quay phim camera sau,Tính năng,Quay phim camera selfie,Loại RAM,Chất liệu mặt kính,Độ phủ màu,Độ tương phản,Số camera sau,Aperture,Camera 2,Số Camera Selfie,Thông tin thêm,Màu màn hình,Hướng dẫn bảo quản,Hướng dẫn sử dụng,Kích thước màn hình phụ,Camera 3,Resolution camera 2,Tỷ lệ màn hình,Pixel size,Thông báo LED,Camera 4,Độ sáng tối đa,Khẩu độ,Camera Selfie 1,Quay phim camera seflie,Resolution camera 3,Sensor,Làm mát,Pixel Size
99,iPhone Air 256GB,22.990.000đ,/dien-thoai/iphone-air,Trung Quốc,09/2025,12 tháng,156.2 x 74.7 x 5.64 mm,165 g,Mặt lưng máy: Ceramic ShieldKhung máy: Titanium,Apple A19 Pro,12-Core,6,,12 GB,6.5 inch,OLED,Super Retina XDR,48.0 MP Fusion,120 Hz,,,Apple GPU 5 nhân,256 GB,,,,Main,,,Cảm biến khí áp kếCon quay hồi chuyểnCảm biến tiệm cậnFace IDGia tốc kế lực G caoHai cảm biến ánh sáng môi trường xung quanh,Mở khóa bằng mật mãMở khóa khuôn mặt,Apple IntelligenceKhẩn cấpPhát hiện va chạm (Crash Detection),,2 eSIM (hoạt động cùng lúc),5G,Cổng sạc: Type C,Wifi 7,GLONASSGALILEOQZSSBEIDOUNavICGPS,v5.3,NFC,Lithium-ion,30 Giờ,,iOS,iOS 26,Cáp USB-C to USB-CQue lấy SIMSách HDSD,IP68,,,460 ppi,,4K Dolby Vision @120fps720p Dolby Vision @30fps1080p Dolby Vision @120fps,Tự động lấy nét (AF)HDRChế độ chân dungỔn định hình ảnh quang họcBan đêm (Night Mode)Ảnh động,,,Ceramic Shield 2,,2.000.000:1,Single rear camera,,,Single selfie camera,Hỗ trợ sạc không dâySạc pin nhanh,,,,,,,,,Có,,3000 nits,ƒ/1.9,18.0 MP Center Stage,1080p Dolby Vision @60fps4K Dolby Vision @60fps,,,,
100,OPPO A6T 6GB 256GB,5.290.000đ,/dien-thoai/oppo-a6t-6gb,Trung Quốc,12/2025,12 tháng,166.6 x 78.5 x 8.61 mm,205 g,Khung máy: NhựaMặt lưng máy: Thủy tinh hữu cơ,Snapdragon 685,,8,2.8 GHz,6 GB,6.75 inch,LCD,HD+,720 x 1570 pixels,,,1125 nits,Adreno 610,256 GB,,,2 TB,Chính,13.0 MP,5.0 MP,Cảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốc kếCảm biến la bànCảm biến vân tay,Mở khoá vân tay cạnh viền,,2,Dual nano-SIM hoặc 1 nano-SIM + 1 thẻ nhớ,4G,Cổng sạc: USB Type-C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,GPSGLONASSGALILEOQZSSBDS,v5.0,OTGNFC,Lithium polymer,6100 mAh,Sạc nhanh 15 W,Android,Android 15 (ColorOS 15),Que lấy SIMDây cáp sạcCủ sạcSách HDSDỐp lưngMiếng dán màn hình (Đã dán sẵn),IP64,,,,,,,,,,,,Double rear camera,ƒ/2.2,Mono,Single selfie camera,Sạc ngược cho thiết bị khác,16.7 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
101,RedMagic 11 Air 5G 12GB 256GB,13.990.000đ,/dien-thoai/redmagic-11-air,Trung Quốc,03/2026,12 tháng,"163,82 x 76,54 x 7,85mm",207 g,Khung viền: Hợp kim nhômMặt lưng máy: Kính Gorilla Glass 5,Snapdragon 8 Elite + Redcore R4,,8,,12 GB,6.85 inch,OLED,1.5K,1216 x 2688 Pixels,144,Điện dung đa điểm,1800 nits,Adreno 830,256 GB,Không giới hạn,Không,,,8.0 MP,16.0 MP,Cảm biến la bànCảm biến gia tốcCảm biến tiệm cậnCảm biến vân tayCon quay hồi chuyển,Mật khẩuMở khóa vân tay dưới màn hình,"LED RGBSạc không dây 80WCông nghệ 4D Sonic, sóng âm rung động sâu",2,2 Nano SIM,2G3G4G5G,Cổng sạc: Type C,Wifi 6,GLONASSBDSGALILEOGPS,v5.4,NFC,Silicon carbon,7000 mAh,Sạc nhanh 80 W,Android,Android 16,SạcCápỐp lưngQue lấy SIMSách HDSD,IP54,,,,,8K@30fps4K@30/60fps1080p@30/60/120/240fps,HDR,1080p@30/60fps,,Corning Gorilla Glass 7i,,,Double rear camera,ƒ/2.0,Telephoto,Single selfie camera,Hỗ trợ sạc không dây,1 Tỷ,,,,,,,1.12 µm,,,,,,,,,Có,
102,Xiaomi Redmi 14C 4GB 128GB,2.790.000đ,/dien-thoai/xiaomi-redmi-14c,Trung Quốc,08/2024,18 tháng,171.9 x 77.8 x 8.2 mm,212 g,Mặt lưng máy: Nhựa,Helio G81-Ultra,,8,,4 GB,6.88 inch,,HD+,1640 x 720 Pixels,,,,,128 GB,,MicroSD,1 TB,Standard,0.08 MP,13.0 MP,,,,2,2 Nano SIM,,Cổng sạc: Type C,Wifi 5,,,Jack 3.5 mm,Lithium polymer,5160 mAh,,Android,Android 14 (Hyper OS),CápSạcỐp lưngQue lấy SIMSách HDSD,,,,,Khoảng 110 GB,,,,,,,,,,Ống kính phụ trợ,,,,,,,,,,,,,,,,,,,,
103,OPPO Reno15 5G 12GB 256GB,16.690.000đ,/dien-thoai/oppo-reno15-5g,Trung Quốc,2025,12 tháng,158 x 74.83 x 7.89 mm,197 g,Mặt lưng máy: KínhKhung viền: Hợp kim nhôm,Qualcomm Snapdragon 7 Gen 4,Octa-Core,8,2.8 GHz,12 GB,6.59 inch,AMOLED,1.5K,1256 x 2760 Pixels,120,,1200 nits,Adreno 722,256 GB,,,,Chính,2.0 MP,50.0 MP,,,AI Mind Space( Tiếng Việt)Ghi âm AISoạn thảo văn bản AI,1,Dual nano-SIM hoặc 1 nano-SIM + 1 thẻ nhớ,5G,Type C,Dual-band (2.4 GHz/ 5 GHz)Wifi 6802.11 a/b/g/n/ac/ax,GPSGLONASSGALILEOQZSSBDS,v5.4,OTGNFC,Lithium polymer,6500 mAh,SuperVOOC 80W,Android,Android 16,Que lấy SIMCáp Type CCủ sạc,"IP66, IP68, IP69",,,,,,Quay video hiển thị képOne-shot liền mạchChân dung Flash AICân chỉnh ánh sáng chân dungXóa vật thể AIAI popout (ảnh tĩnh),,,Kính cường lực GG7i,,,Triple rear camera,ƒ/2.0,Tele,Single selfie camera,,1 Tỷ,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,Ultra Wide,,,,,,,,,,,,,
104,iPhone 17e 256GB,17.790.000đ,/dien-thoai/iphone-17e,Trung Quốc,03/2026,12 tháng,147.6 x 71.5 x 7.8 mm,167 g,Khung máy: Nhôm nguyên khốiMặt lưng máy: Kính,Apple A19,,6,,Đang cập nhật,6.1 inch,OLED,Đang cập nhật,48.0 MP,60,Điện dung đa điểm,,,256 GB,,,,,,,Cảm biến khí áp kếCon quay hồi chuyểnCảm biến gia tốcCảm biến tiệm cậnCảm biến vân tayCảm biến la bàn,Mở khóa bằng mật mãMở khóa khuôn mặt,,1,2 eSIM Hoặc 1 Nano SIM + 1 eSIM,5G,1 Type C,Wifi 6,GPSGLONASSGALILEOQZSSBDS,v5.3,NFC,Lithium polymer,26 Giờ,,iOS,iOS 26 trở lên,Cáp USB-C to USB-CQue lấy SIMSách HDSD,IP68,,,,,,,,,,,,Single rear camera,,,,,,,,,,,,,,,1200 nits,,12.0 MP,,,,,
105,Tecno Spark 40 8GB 256GB,3.590.000đ,/dien-thoai/tecno-spark-40-8gb,Trung Quốc,09/2025,13 tháng,165.6 × 77 × 7.67 mm,188 g,Khung máy: NhựaMặt lưng máy: Nhựa,MediaTek Helio G91,Octa-Core,8,8 GHz,8 GB,6.67 inch,LCD,HD+,720 x 1600 Pixels,120 Hz,Điện dung đa điểm,700 nits,Mali-G52,256 GB,,MicroSD,1 TB,Wide,50.0 MP,8.0 MP,Cảm biến gia tốcCảm biến tiệm cậnCảm biến ánh sángCảm biến la bàn,Mở khoá vân tay cạnh viền,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/ac,,v5.3,OTGNFC,Lithium polymer,5200 mAh,Sạc nhanh 45 W,Android,Android 15,Dây cáp sạcCủ sạcỐp lưng,IP64,84%,2 x Cortex A75 2.0 GHz + 6 x Cortex A55 1.8 GHz,264 ppi,Khoảng 241 GB,1080p@30fps1440p@30fps,HDRLàm đẹp (Beautify)AI scene detectionChế độ chân dung,1080p@30fps,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Xiaomi Redmi Note 14 6GB 128GB,4.390.000đ,/dien-thoai/xiaomi-redmi-note-14,Trung Quốc,01/2025,18 tháng,163.25 x 76.55 x 8.16 mm,196.5 g,Mặt lưng máy: Nhựa cao cấp,MediaTek Helio G99-Ultra,,8,,6 GB,6.67 inch,AMOLED,FHD+,1080 x 2400 Pixels,120 Hz,,1800 nits,Mali-G57 MC2,128 GB,,MicroSD,1 TB,Standard,2.0 MP,20.0 MP,Hồng ngoại,Mở khóa vân tay dưới màn hình,,2,2 Nano SIM,4G,Cổng sạc: Type C,,,v5.3,NFCJack 3.5 mm,Lithium polymer,5500 mAh,Sạc nhanh 33 W,Android,Android 14 (Hyper OS),Que lấy SIMSách HDSDDây cáp sạcSạcỐp lưng,IP54,,,,Khoảng 115 GB,,,,LPDDR4X,Gorilla Glass 5,100% DCI-P3,5.000.000 : 1,Triple rear camera,ƒ/2.2,Depth,,,,,,,Macro lens,,,0.64 µm,,,,,,,,,,
107,Honor X9c 5G 12GB 256GB,6.990.000đ,/dien-thoai/honor-x9c,Trung Quốc,01/2025,18 tháng,162.8 x 75.5 x 7.98 mm,189 g,Khung máy: Nhựa,Snapdragon 6 Gen 1,,8,,12 GB,6.78 inch,AMOLED,AMOLED,1224 x 2700 Pixels,120 Hz,Điện dung đa điểm,4000 nits,Adreno 710,256 GB,,,,Wide,5.0 MP,16.0 MP,Cảm biến gia tốcCon quay hồi chuyểnCảm biến tiệm cậnCảm biến la bàn,Mở khóa vân tay dưới màn hìnhMở khóa khuôn mặt,Loa kép,2,2 Nano SIM,5G,Cổng sạc: Type C,802.11 a/b/g/n/acDual-band (2.4 GHz/ 5 GHz),GALILEOGLONASSGPSA-GPSBEIDOU,v5.1,OTGNFC,Silicon carbon,6600 mAh,Sạc nhanh 66W,Android,Android 14 (Magic OS 8.0),Dây cáp sạcCủ sạcỐp lưngSách HDSD,IP65M,90%,4 x Cortex A78 2.2 GHz + 4 x Cortex A53 1.8 GHz,437 ppi,Khoảng 220 GB,4K 30fps FHD1080p@30fps,Ảnh chuyển độngBộ lọc màuHẹn giờ chụp tự độngXóa phông,Quay phim FullHD,,AGC DT star2 Plus,100% DCI-P3,,,ƒ/2.45,Ultra Wide,,,1.07 tỷ,,,,,,19.85:9,,,,,,,,,,,
108,Realme C71 4GB 128GB,3.290.000đ,/dien-thoai/realme-c71,Trung Quốc,06/2025,12 tháng,165.80 x 75.90 x 7.79 mm,196 g,Khung máy: NhựaMặt lưng máy: Nhựa,Unisoc T7250,,8,,4 GB,6.67 inch,TFT LCD,HD+,720 x 1600 Pixels,120 Hz,Điện dung đa điểm,725 nits,Mali-G57 MP1,128 GB,,MicroSD,,,50.0 MP,5.0 MP,Cảm biến từ trườngCảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốc,,,2,2 Nano SIM,4G,Cổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,BEIDOUGPSGLONASSGALILEO,v5.2,NFC,Lithium polymer,6300 mAh,Sạc nhanh 45 W,Android,Android 15,Dây cáp sạcCủ sạcỐp lưng,,90%,,,,1080p@30fps720p@30fps,Chế độ chân dungBan đêm (Night Mode)Toàn cảnhTrôi nhanh thời gian (Time lapse)Nhãn dán (AR Stickers)Chuyên nghiệp (Pro),720p@30fps,,,,,,ƒ/1.8,,,Sạc siêu nhanh SuperVOOC,16.7 Triệu,,,,,,,,,,,,,,,,,
109,Nubia V80 Max 8GB 128GB,3.690.000đ,/dien-thoai/nubia-v80-max,Trung Quốc,01/2026,18 tháng,171.8 x 78.4 x 8.5 mm,191 g,Khung máy: Nhựa cao cấpMặt lưng máy: Nhựa cao cấp,Unisoc T7250,Octa-Core,8,1.8 GHz,8 GB,6.9 inch,IPS LCD,HD+,729 x 1640 Pixels,120,Điện dung đa điểm,,,128 GB,,MicroSD,,Wide,2.0 MP,16.0 MP,Cảm biến gia tốcCảm biến tiệm cậnCảm biến la bànCảm biến vân tay,Mở khoá vân tay cạnh viềnMật khẩuMở khóa khuôn mặt,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 b/g/n/ac,GPSGALILEOGLONASS,v5.2,NFC,Lithium polymer,6000 mAh,Sạc nhanh 22.5 W,Android,Android 16,Củ sạcCáp Type CỐp lưngSách HDSDQue lấy SIM,IP64,,,317 ppi,,1080p@30fps,Flash LEDHDR,1080p@30fps,,,,,Double rear camera,ƒ/1.8,Ống kính phụ trợ,Single selfie camera,,,,,,,,,,,,,,,,,,,
110,Honor X5b 4GB 64GB,2.160.000đ,/dien-thoai/honor-x5b,Trung Quốc,01/2025,18 tháng,163.85 x 75.75 x 8.7 mm,194 g,Khung máy: NhựaMặt lưng máy: Nhựa,MediaTek Helio G36,,8,,4 GB,6.56 inch,HD+,TFT LCD,720 x 1612 Pixels,90 Hz,Điện dung đa điểm,,,64 GB,,MicroSD,,Wide,13.0 MP,5.0 MP,Cảm biến trọng lựcCảm biến ánh sángCảm biến tiệm cận,Mở khóa khuôn mặt,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/acDual-band (2.4 GHz/ 5 GHz)Wi-Fi Direct,GALILEOGLONASSGPSBDS,v5.1,,Lithium polymer,5200 mAh,Sạc nhanh 10 W,Android,Android 14 (Magic OS 8.0),Dây cáp sạcCủ sạcỐp lưngSách HDSD,,83%,4 x Cortex A53 2.2 GHz + 4 x Cortex A53 1.6 GHz,,Khoảng 40 GB,HD 720p@30fpsFullHD 1080p@30fps,Làm đẹp (Beautify)Xóa phông,Quay phim FullHD,,Kính thường,,,,ƒ/2.2,,,,16.7 Triệu,,,,,,20.15:09,,,,,,,,,,,
111,OPPO Reno14 5G 12GB 256GB,15.200.000đ,/dien-thoai/oppo-reno14,Trung Quốc,06/2025,24 tháng,157.9 x 74.73 x 7.42 mm,187 g,Khung máy: Hợp kim nhômMặt lưng máy: Kính,Dimensity 8350,Octa-Core,8,3.35 GHz,12 GB,6.59 inch,AMOLED,1.5K,1256 x 2760 Pixels,120 Hz,Điện dung đa điểm,,Mali-G615 MC6,256 GB,Không giới hạn,,,Standard,8.0 MP,50.0 MP,,,,1,2 Nano SIM,5G,Cổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)Wifi 6802.11 a/b/g/n/ac/ax,GPSGLONASSBDSGALILEOQZSS,v5.4,OTGNFC,Lithium polymer,6000 mAh,SuperVOOC 45W,Android,Android 15 (ColorOS 15),Cáp USB Type CCủ sạcSách HDSDQue lấy SIM,"IP66, IP68, IP69",,,460 ppi,,,,,,,,,Triple rear camera,ƒ/2.0,Tele Leica,Single selfie camera,,1 Tỷ,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,Ultra Wide,,,,,,,,,,,IMX882,,
112,OPPO A5i 4GB 64GB,3.290.000đ,/dien-thoai/oppo-a5i,Trung Quốc,09/2025,12 tháng,165.7 x 76 x 7.68 mm,186 g,Mặt lưng máy: Thủy tinh hữu cơKhung viền: Nhựa,Snapdragon 6s 4G Gen1,Octa-Core,8,2.1 GHz,4 GB,6.67 inch,LCD,HD+,720 x 1604 Pixels,90 Hz,,1000 nits,Adreno 610,64 GB,,,1 TB,,8.0 MP,5.0 MP,Cảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khoá vân tay cạnh viền,,2,"1 Nano Sim, 1 Thẻ nhớ",4G,Cổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,BEIDOUGALILEOGLONASSGPSQZSS,v5.0,OTG,Lithium polymer,5100 mAh,SuperVOOC 45W,Android,Android 14 (ColorOS 14),Que lấy SIMDây cáp sạcCủ sạcSách HDSDVỏ bảo vệMiếng dán màn hình (Đã dán sẵn),IPX4,,,264 ppi,,,,,,Kính cường lực Panda,,,Single rear camera,ƒ/2.2,,Single selfie camera,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
113,OPPO Reno12 F 5G 8GB 256GB,6.990.000đ,/dien-thoai/oppo-reno12-f,Trung Quốc,06/2024,12 tháng,163.05 x 75.75 x 7.76 mm,187 g,Khung máy: Nhựa cao cấpMặt lưng máy: Kính cường lực,Dimensity 6300 5G,Octa-Core,8,2.4 GHz,8 GB,6.67 inch,AMOLED,FHD+,1080 x 2040 Pixel,120 Hz,Điện dung đa điểm,1200 nits,Mali-G57 MC2,256 GB,Không giới hạn,MicroSD,2 TB,Standard,2.0 MP,32.0 MP,Cảm biến vân tayCảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khóa bằng mật mãMở khóa vân tayMật khẩuMở khóa khuôn mặt,Đèn Viền CameraNhiếp Ảnh Thời Thượng AICảm ứng kháng nước,2,2 Nano SIM,5G,Cổng sạc: Type C,Wifi 6,GPSGLONASSBDSGALILEOQZSS,v5.3,NFCOTG,Lithium polymer,5000 mAh,SuperVOOC 45W,Android,Android 14 (ColorOS 14.1),Cáp USB Type CCủ sạcỐp lưngSách HDSDQue lấy SIM,IP64,,,,,4K 2160p@30fps1080p@60fps1080p@30fps720p@30fps,Tự động lấy nét (AF)Trôi nhanh thời gian (Time lapse),4K 2160p@30fps1080p@30fps720p@30fps,,Kính cường lực AGC DT-Star2,,,,ƒ/2.4,Wide,,,16 Triệu,,,,Macro lens,,,,,,,,,,,,,
114,Tecno Camon 40 Pro 8GB 256GB,5.570.000đ,/dien-thoai/tecno-camon-40-pro,Trung Quốc,04/2025,13 tháng,"164,44 x 74,32 x 7,31mm",178 g,Khung máy: NhựaMặt lưng máy: Nhựa,MediaTek Helio G100,,8,,8 GB,6.78 inch,AMOLED,FHD+,1080 x 2436 Pixels,120 Hz,Điện dung đa điểm,,Mali-G57 MC2,256 GB,,MicroSD,1 TB,Wide,8.0 MP,32.0 MP,Cảm biến địa từCảm biến ánh sángHồng ngoạiCảm biến la bàn,Mở khóa vân tay,,2,2 Nano SIM,4G,Type C,Dual-band (2.4 GHz/ 5 GHz),,v5.4,NFCOTG,Lithium polymer,5200 mAh,Sạc nhanh 45 W,Android,Android 15,,"IP68, IP69",90%,4 x Cortex A78 2.5 GHz + 4 x Cortex A55 2.5 GHz,,Khoảng 230 GB,1080p@30fps1080p@60fps,Góc Siêu RộngCảm biến AI SnapshotCamera Siêu ĐêmTự động lấy nét (AF),,,,,,,ƒ/1.9,Ultra Wide,,,,,,,,,,,,,,,,,,,,
115,Tecno Camon 40 8GB 128GB,4.990.000đ,/dien-thoai/tecno-camon-40,Trung Quốc,04/2025,13 tháng,"163,91 x 74,63 x 7,34mm",177 g,Khung máy: NhựaMặt lưng máy: Nhựa,MediaTek Helio G100,,8,,8 GB,6.78 inch,AMOLED,FHD+,1080 x 2436 Pixels,120 Hz,Điện dung đa điểm,,Mali-G57 MC2,128 GB,,MicroSD,1 TB,Wide,8.0 MP,32.0 MP,Cảm biến địa từCảm biến ánh sángHồng ngoạiCảm biến la bàn,Mở khóa vân tay,,2,2 Nano SIM,4G,Type C,Dual-band (2.4 GHz/ 5 GHz),,v5.2,NFCOTG,Lithium polymer,5200 mAh,Sạc nhanh 45 W,Android,Android 15,Dây cáp sạcDock sạcỐp lưng,IP66,90%,2 x Cortex-A76 2.20 GHz + 6 x Cortex-A55 2.00 GHz,,Khoảng 115 GB,1080p@30fps1080p@60fps,Góc Siêu RộngCảm biến AI SnapshotCamera Siêu ĐêmTự động lấy nét (AF),,,,,,,ƒ/1.9,Ultra Wide,,,,,,,,,,,,,,,,,,,,
116,Samsung Galaxy Z Flip7 5G 12GB 256GB,23.690.000đ,/dien-thoai/samsung-galaxy-z-flip7,Việt Nam / Trung Quốc,07/2025,12 tháng,166.7 x 75.2 x 6.5 mm,188 g,Khung máy: Armor aluminum,Exynos 2500,,8,,12 GB,6.9 inch,Màn hình chính: Dynamic AMOLED 2X,FHD+,2520 x 1080 Pixels,120 Hz,,2600 nits,Adreno750,256 GB,Không giới hạn,,,Ống kính góc rộng,12.0 MP,10.0 MP,,Mở khóa vân tayMẫu hìnhPINMật khẩuMở khóa khuôn mặt,Gemini LiveNow BriefNow BarHỗ trợ viếtHỗ trợ cuộc gọiThực hiện liên tác vụ bằng giọng nóiGoogle GeminiKhoanh tròn tìm kiếm,1,"1 eSIM, 1 Nano SIM",2G3G4G5G,Cổng sạc: Type C,802.11 a/b/g/n,BEIDOUQZSSGPSGLONASSGALILEO,v5.3,NFC,Đang cập nhật,4300 mAh,,Android,Android 16,Que lấy SIMCáp Type CSách HDSD,IPX8,,,,,UHD 4K (3840 x 2160)@30fpsHD 240fps,Chọn ảnh chân dung đẹp nhất (Best Face)Lọc âm thanh (Audio Eraser),,,Corning Gorilla Glass Victus 2,,,Double rear camera,,Ống kính góc siêu rộng,Single selfie camera,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
117,Tecno Spark Go 2 4GB 64GB,2.390.000đ,/dien-thoai/tecno-spark-go-2,Trung Quốc,09/2025,13 tháng,165.66 x 77 x 8.25 mm,188 g,Khung máy: NhựaMặt lưng máy: Nhựa,Unisoc T7250,Octa-Core,8,8 GHz,4 GB,6.67 inch,LCD,HD+,720 x 1600 Pixels,120 Hz,Điện dung đa điểm,720 nits,Mali-G52,64 GB,,MicroSD,1 TB,,13.0 MP,8.0 MP,Cảm biến gia tốcCảm biến tiệm cậnCảm biến ánh sáng,Mở khoá vân tay cạnh viền,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/ac,,v5.2,OTG,Lithium polymer,5000 mAh,Sạc nhanh 15 W,Android,Android 15,Dây cáp sạcCủ sạcỐp lưng,IP64,84%,2 x Cortex A75 1.8 GHz + 6 x Cortex A55 1.6 GHz,264 ppi,,1080p@30fps,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,RedMagic 11 Pro 5G 16GB 512GB,23.490.000đ,/dien-thoai/redmagic-11-pro-16gb,Trung Quốc,11/2025,12 tháng,163.8 x 76.5 x 8.9 mm,230 g,Khung viền: NhômMặt lưng máy: Kính,Snapdragon 8 Elite Gen 5,Octa-Core,8,4.6 GHz,16 GB,6.85 inch,AMOLED,FHD+,1216 x 2688 Pixels,144,Điện dung đa điểm,1800 nits,Adreno 840,512 GB,Không giới hạn,Không,,Wide,50.0 MP,16.0 MP,Cảm biến la bànCảm biến gia tốcCảm biến tiệm cậnCảm biến vân tayCon quay hồi chuyển,Mật khẩuMở khóa vân tay dưới màn hình,LED RGBSạc không dây 80W,2,2 Nano SIM,5G,Cổng sạc: Type C,Wifi 7,GPSGALILEOGLONASSBDS,v5.4,NFCOTGHồng ngoạiDisplayPort,Silicon carbon,7500 mAh,Sạc nhanh 80 W,Android,Android 16,SạcCápỐp lưngQue lấy SIMSách HDSD,IPX8,,2 x 4.6 GHz Oryon V3 Phoenix L + 6 x 3.62 GHz Oryon V3 Phoenix M,431 ppi,,8K@24/30fps4K@30fps1080p@30/60fps1080p@240fps,HDR,1080p@30/60fps,,Corning Gorilla Glass,,,,ƒ/2.0,Ultra Wide,,Hỗ trợ sạc không dây,1 Tỷ,,,,Ống kính phụ trợ,,,1.12 µm,,,,,,,,,Có,0.61 µm
119,OPPO Reno13 F 8GB 256GB,7.990.000đ,/dien-thoai/oppo-reno13-f,Trung Quốc,01/2025,24 tháng,162.2 x 75.05 x 7.76 mm,192 g,Khung máy: Nhựa cao cấpMặt lưng máy: Thủy tinh hữu cơ,MediaTek Helio G100,Octa-Core,8,2.2 GHz,8 GB,6.67 inch,AMOLED,FHD,1080 x 2040 Pixel,120 Hz,Điện dung đa điểm,1200 nits,ARM Mali G57,256 GB,Không giới hạn,MicroSD,1 TB,Standard,2.0 MP,32.0 MP,Cảm biến vân tay (dưới màn hình)Cảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khóa bằng mật mãMở khóa vân tayMở khóa khuôn mặt,Chế độ chụp ảnh dưới nướcTính năng AI,2,2 Nano SIM,4G,Cổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,GPSGLONASSBDSGALILEOQZSS,v5.3 BLE,OTGNFC,Lithium polymer,5800 mAh,SuperVOOC 45W,Android,Android 15 (ColorOS 15),Cáp USB Type CCủ sạcỐp lưngSách HDSDQue lấy SIM,"IP66, IP68, IP69",,,,,4K 2160p@30fps1080p@60fps1080p@30fps720p@30fps,Tự động lấy nét (AF)Trôi nhanh thời gian (Time lapse),4K 2160p@30fps1080p@30fps720p@30fps,,Kính cường lực AGC DT-Star2,,,,ƒ/2.4,Wide,,Sạc siêu nhanh SuperVOOC,16 Triệu,,,,Macro lens,,,,,,,,,,,,,
120,Xiaomi Poco C71 4GB 128GB,2.650.000đ,/dien-thoai/xiaomi-poco-c71,Trung Quốc,2025,18 tháng,171.8 x 77.8 x 8.3 mm,193 g,Khung máy: NhựaMặt lưng máy: Nhựa cao cấp,Unisoc T7250 (T615),Octa-Core,8,1.8 GHz,4 GB,6.88 inch,IPS LCD,HD+,1640 x 720 Pixels,120 Hz,,450 nits,Mali-G57,128 GB,,MicroSD,,Wide,32.0 MP,8.0 MP,Cảm biến tiệm cậnCảm biến la bànCảm biến ánh sángCảm biến gia tốc kế,Mở khóa khuôn mặtMở khoá vân tay cạnh viền,,2,"2 Nano SIM hoặc 1 eSIM, 1 Nano SIM",4G,Cổng sạc: Type C,802.11 a/b/g/n/acDual-band (2.4 GHz/ 5 GHz),GPSGLONASSGALILEOBDS,v5.2,OTG,Lithium polymer,5200 mAh,Sạc nhanh 15 W,Android,Android 15,Củ sạcCáp USB Type CQue lấy SIMỐp lưngSách HDSD,,,,260 ppi,,1080p@30fps720p@30fps,Chế độ chân dungHDRTrôi nhanh thời gian (Time lapse)Ban đêm (Night Mode),720p@30fps1080p@30fps,LPDDR4X,,70% NTSC,1500:1,Single rear camera,ƒ/2.0,,Single selfie camera,Sạc pin nhanh,,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
