name;price;display_size;display_tech;back_cam;front_cam;CPU;NFC;RAM;storage_cap;battery;SIM;resolution;screen_func;os;Loại CPU;size;weight;material;refresh_rate;GPU;external_storage;waterproof;max_charging;security;external_stoage
iphone 17 pro max;43490000.0;6.9 inches;Super Retina XDR;Chính: 48MP khẩu độ ƒ/1.6 OIS hỗ trợ chụp 24MP hoặc 48MPGóc Siêu Rộng: 48MP khẩu độ ƒ/2.2 góc nhìn 120°Telephoto: 48MP khẩu độ ƒ/2.8 OIS zoom quang học lên đến 8x;Camera 18MP Center Stage Khẩu độ ƒ/1.9;Chip A19 Pro;Có;12 GB;512 GB;37 Giờ;1 eSIM và 1 nano SIM Hoặc 2 eSIM;2868 x 1320 pixels;Màn hình Luôn Bật, ProMotion 120Hz, HDR, True Tone, Dải màu rộng (P3), Haptic Touch, Tỷ lệ tương phản 2.000.000:1, Độ sáng 1000 nit (tiêu chuẩn), 1600 nit (HDR), 3000 nit (ngoài trời) / tối thiểu 1 nit, Lớp phủ kháng dầu, Chống phản chiếu, Hỗ trợ đa ngôn;iOS 26;CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện;163.4 x 78 x 8.75 mm;231 g;Khung máy: Nhôm nguyên khốiMặt lưng máy: Ceramic Shield;120 Hz;Apple GPU 6 nhân;;IP68;40 W;Mở khoá khuôn mặt Face ID;
iphone 17 pro;40990000.0;6.3 inches;Super Retina XDR;Chính: 48MP khẩu độ ƒ/1.6 OIS hỗ trợ chụp 24MP hoặc 48MPGóc Siêu Rộng: 48MP khẩu độ ƒ/2.2 góc nhìn 120°Telephoto: 48MP khẩu độ ƒ/2.8 OIS zoom quang học lên đến 8x;Camera 18MP Center Stage Khẩu độ ƒ/1.9;Chip A19 Pro;Có;12 GB;512 GB;31 Giờ;Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim;2622 x 1206  pixels;Màn hình Luôn Bật, ProMotion 120Hz, HDR, True Tone, Dải màu rộng (P3), Haptic Touch, Tỷ lệ tương phản 2.000.000:1, Độ sáng 1000 nit (tiêu chuẩn), 1600 nit (HDR), 3000 nit (ngoài trời) / tối thiểu 1 nit, Lớp phủ kháng dầu, Chống phản chiếu, Hỗ trợ đa ngôn;iOS 26;CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện;150 x 79.1 x 8.75 mm;204 g;Khung máy: Nhôm nguyên khốiMặt lưng máy: Ceramic Shield;120 Hz;Apple GPU 6 nhân;;IP68;40 W;Mở khoá khuôn mặt Face ID;
nubia neo 3;4090000.0;6.8 inches;;50MP + 2MP;16MP;Unisoc T8100;Có;8 GB;128 GB;6000mAh;2 Nano-SIM;;Độ phân giải màn hình: 900 x 2030 pixel (FHD)Tần số: 120HzĐộ sáng: 530 nits16.7 tỷ màuIPS;;Octa-Core (4*Cortex-A76 @ 2.2GHz + 4*Cortex-A55 @2.0GHz);;;;;;;;;;
iphone 14;13890000.0;6.1 inches;OLED;Camera góc rộng: 12MP, ƒ/1.5Camera góc siêu rộng: 12MP, ƒ/2.4;12MP, ƒ/1.9;Apple A15 Bionic 6 nhân;Có;6 GB;128 GB;3,279mAh;2 SIM (nano‑SIM và eSIM);2532 x 1170 pixels;Tần số quét 60Hz, 1200 nits, Kính cường lực Ceramic Shield,  Super Retina XDR;iOS 16;3.22 GHz;146.7 x 71.5 x 7.8 mm;172 g;Khung nhôm & Mặt lưng kính cường lực;60 Hz;Apple GPU 5 nhân;Không;IP68;20 W;Mở khoá khuôn mặt Face ID;
iphone 14 pro max;25590000.0;6.7 inches;Super Retina XDR OLED;Camera chính: 48 MP, f/1.8, 24mm, 1.22µm, PDAF, OIS  Camera góc siêu rộng: 12 MP, f/2.2, 13mm, 120˚, 1.4µm, PDAF  Camera tele: 12 MP, f/2.8, 77mm (telephoto), PDAF, OIS, 3x optical zoom  Cảm biến độ sâu TOF 3D LiDAR;"Camera selfie: 12 MP, f/1.9, 23mm, 1/3.6"", PDAF";Apple A16 Bionic 6-core;Có;6 GB;128 GB;4.323 mAh;2 SIM (nano‑SIM và eSIM);2796 x 1290-pixel;120Hz, Always-On display, HDR, True Tone, Haptic Touch, 2,000,000:1, 2000 nits;iOS 16;CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện;;;;;;;;;;
samsung galaxy a36;7490000.0;6.7 inches;Super AMOLED;50.0 MP, F/1.8  + 8.0 MP, F/2.2  + 5.0 MP,  F/2.4;12.0 MP, F/2.2;Snapdragon 6 Gen 3;Có;8 GB;128 GB;5000 mAh;SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM;1080 x 2340 pixels (FullHD+);16 triệu màu, 120 Hz, 1.200 nit, kính cường lực Corning Gorilla Glass Victus+;Android;8 nhân 2.4GHz, 1.8GHz;Dài 162.9 mm - Ngang 78.2 mm - Dày 7.4 mm - Nặng 195 g;;Khung nhựa & Mặt lưng kính;;Adreno 710;;IP67;45 W;Mở khoá vân tay dưới màn hình;
iphone 15;20790000.0;6.1 inches;Super Retina XDR OLED;Chính 48 MP & Phụ 12 MP;12MP, ƒ/1.9;Apple A16 Bionic 6 nhân;Có;6 GB;256 GB;3349 mAh;2 SIM (nano‑SIM và eSIM);2556 x 1179 pixels;Dynamic Island HDR display True Tone Wide color (P3) Haptic TouchLớp phủ oleophobia chống dấu vân tayĐộ sáng tối đa: 2000 nitsMặt kính cảm ứng: Kính cường lực Ceramic ShieldTần số quét 60 Hz;iOS 17;CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện;Dài 147.6 mm - Ngang 71.6 mm - Dày 7.8 mm - Nặng 171 g;;Khung nhôm & Mặt lưng kính cường lực;;Apple GPU 5 nhân;;IP68;20 W;Mở khoá khuôn mặt Face ID;
samsung galaxy s24 plus;16290000.0;6.7 inches;Dynamic AMOLED 2X;Camera chính góc rộng: 50 MP, f/1.8, Dual Pixel PDAF, OISCamera tele: 10 MP, f/2.4, PDAF, OIS, zoom quang học 3xCamera góc siêu rộng: 12 MP, f/2.2, 120˚;12 MP, f/2.2;Exynos 2400;Có;12 GB;256 GB;4,900mAh;SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM;3120 x 1440 pixels (Quad HD+);120Hz, Độ sáng tối đa 2600 nits, Corning® Gorilla® Glass Victus® 2, 16 triệu màu;Android 14, One UI 6.1;3.2GHz,2.9GHz,2.6GHz,1.95GHz;;;;;;;;;;
nubia v80 design;0.0;6.75 inches;IPS LCD;50 MP + 2 MP + 0.08 MP;16 MP;Unisoc T7280;Có;8 GB;128 GB;5000 mAh;2 Nano-SIM;;Tần số quét 120Hz;;;;;;;;;;;;
xiaomi poco x7 pro;9090000.0;6.67 inches;AMOLED;50MP;Chính 50 MP & Phụ 8 MP;Dimensity 8400-Ultra;Có;12 GB;256 GB;6000 mAh;2 SIM (Nano-SIM);1220 x 2712 pixels;3200 nits, Tần số quét 120Hz, Dolby Vison;Android 14;;Dài 160.75 mm - Ngang 75.24 mm - Dày 8.29 mm (Đen, Xanh lá) | 8.43 mm (Vàng) - Nặng 195 g (Đen, Xanh lá) | 198 g (Vàng);;Khung nhựa & Mặt lưng nhựa (Màu đen, Xanh lá) - Da nhân tạo (Màu Vàng);;Mali-G720;;IP68;90 W;Mở khoá vân tay dưới màn hình;
iphone 16 pro max;37990000.0;6.9 inches;Super Retina XDR OLED;Camera chính: 48MP, f/1.78, 24mm, 2µm, chống rung quang học dịch chuyển cảm biến thế hệ thứ hai, Focus Pixels 100%Telephoto 2x 12MP: 52 mm, ƒ/1.6 Camera góc siêu rộng: 48MP, 13 mm,ƒ/2.2 và trường ảnh 120°, Hybrid Focus Pixels, ảnh có độ phân giải;12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels;Apple A18 Pro;Có;8 GB;512 GB;33 giờ;Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim;2868 x 1320 pixels;Dynamic IslandMàn hình Luôn Bật Công nghệ ProMotion với tốc độ làm mới thích ứng lên đến 120Hz Màn hình HDR True Tone Dải màu rộng (P3) Haptic Touch Tỷ lệ tương phản 2.000.000:1;iOS 18;CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi hiệu suất;Dài 163 mm - Ngang 77.6 mm - Dày 8.25 mm - Nặng 227 g;;Khung Titan & Mặt lưng kính cường lực;;Apple GPU 6 nhân;;IP68;20 W;Mở khoá khuôn mặt Face ID;
nubia v80 max;0.0;6.9 inches;IPS LCD;50 MP + 2 MP + 0.08 MP;16 MP;Unisoc T7250;Có;8 GB;256 GB;6000 mAh;2 Nano-SIM;729 x 1640 Pixels;Tần số quét 120Hz;Android;;171.8 x 78.4 x 8.5 mm;191 g;Khung máy: Nhựa cao cấpMặt lưng máy: Nhựa cao cấp;120;;MicroSD;IP64;;;
honor x8d;7790000.0;6.77 inches;AMOLED;Camera chính 108MP (f/1.75) + Camera rộng 5MP (f/2.2);16MP (f/2.45);Snapdragon 6s 4G thế hệ 2;Có;8 GB;128 GB;6800mAh (giá trị định mức), 7000 mAh (giá trị điển hình);2 Nano-SIM;1080 x 2392 pixels;Màu sắc: 1,07 tỷ màuCông nghệ Eye Comfort800 nit (điển hình) 1300 nit (loại HBM) 3000 nit (loại APL)Chất liệu kính Thủy tinh Aluminosilicate;MagicOS 10 (Dựa trên Android 16);Octa-core, 4 * A73 2,9 GHz + 4 * A53 1,9 GHz;162.9 x 76.31 x 7.5 mm;188 g;Khung máy: NhựaMặt lưng máy: Nhựa;120 Hz;Adreno 610;;IP65;45 W;Mở khoá vân tay cạnh viền;
samsung galaxy a26;6470000.0;6.7 inches;Super AMOLED;50MP + 8MP + 2MP;13MP;Exynos 1380 (Quartz);Có;8 GB;128 GB;5000 mAh;2 Nano-SIM;1080 x 2340 pixels (FullHD+);Tần số quét 120Hz, 800 nits, Mặt kính Gorilla Glass Victus;Android 15;2.4GHz,2GHz, Octa-Core;164.0 x 77.5 x 7.7 mm;200 g;Nhựa tổng hợp;120 Hz;Mali-G68;MicroSD;IP67;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 2 TB
xiaomi redmi note 14;4290000.0;6.67 inches;AMOLED;Hệ thống camera AI 108MP  Camera đo chiều sâu 2MP - f/2.4 Camera cận cảnh 2MP - f/2.4;Camera trước 20MP - f/2.2;MediaTek Helio G99-Ultra;Có;6 GB;128 GB;5500mAh;2 Nano-SIM;1080 x 2400 pixels (FullHD+);Tốc độ làm mới: Lên đến 120Hz Độ sáng: 1800 nits đỉnh Tỷ lệ tương phản: 5.000.000:1;Android 14;8 nhân, lên đến 2.2GHz;163.25 x 76.55 x 8.16 mm;196.5 g;Mặt lưng máy: Nhựa cao cấp;120 Hz;Mali-G57 MC2;MicroSD;IP54;33 W;Mở khoá vân tay dưới màn hình;MicroSD, hỗ trợ tối đa 1 TB
xiaomi redmi note 14;4290000.0;6.67 inches;AMOLED;Hệ thống camera AI 108MP  Camera đo chiều sâu 2MP - f/2.4 Camera cận cảnh 2MP - f/2.4;Camera trước 20MP - f/2.2;MediaTek Helio G99-Ultra;Có;6 GB;128 GB;5500mAh;2 Nano-SIM;1080 x 2400 pixels (FullHD+);Tốc độ làm mới: Lên đến 120Hz Độ sáng: 1800 nits đỉnh Tỷ lệ tương phản: 5.000.000:1;Android 14;8 nhân, lên đến 2.2GHz;162.4 x 75.7 x 7.99 mm;190 g;Mặt lưng máy: Nhựa cao cấpKhung máy: Nhựa;120 Hz;IMG BXM-8-256;MicroSD;IP64;33 W;Mở khoá vân tay dưới màn hình;MicroSD, hỗ trợ tối đa 1 TB
iphone 13;12290000.0;6.1 inches;Super Retina XDR OLED;Camera góc rộng: 12MP, f/1.6  Camera góc siêu rộng: 12MP, ƒ/2.4;12MP, f/2.2;Apple A15;Có;4 GB;128 GB;3240mAh;2 SIM (nano‑SIM và eSIM);2532 x 1170 pixels;Màn hình super Retina XDR, OLED, 460 ppi, HDR display, công nghệ True Tone Wide color (P3), Haptic Touch, Lớp phủ oleophobic chống bám vân tay;iOS 15;3.22 GHz;Dài 146.7 mm - Ngang 71.5 mm - Dày 7.65 mm - Nặng 173 g;;Khung nhôm & Mặt lưng kính cường lực;;Apple GPU 4 nhân;;IP68;20 W;Mở khoá khuôn mặt Face ID;
samsung galaxy a07;3190000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;4 GB;128 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);167.4 x 77.4 x 7.6 mm;184 g;Đang cập nhật;90 Hz;Adreno 830;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1.5 TB
samsung galaxy a07;3190000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;4 GB;128 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);167.4 x 77.4 x 7.6 mm;184 g;Đang cập nhật;90 Hz;Adreno 830;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 2 TB
samsung galaxy a07;3190000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;4 GB;128 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);176 x 86 X 27.5 mm;275 g;Đang cập nhật;120;Mali-G57;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1.5 TB
samsung galaxy a07;3190000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;4 GB;128 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);176 x 86 X 27.5 mm;275 g;Đang cập nhật;120;Mali-G57;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 2 TB
samsung galaxy a07;3190000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;4 GB;128 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);167.4 x 77.4 x 7.6 mm;184 g;Đang cập nhật;120 Hz;Adreno 830;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1.5 TB
samsung galaxy a07;3190000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;4 GB;128 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);167.4 x 77.4 x 7.6 mm;184 g;Đang cập nhật;120 Hz;Adreno 830;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 2 TB
xiaomi redmi note 14;6490000.0;6.67 inches;AMOLED;108MP, ƒ/1.78MP góc siêu rộng, ƒ/2.22MP Macro, ƒ/2.4;20MP, ƒ/2.2;MediaTek Dimensity 7025 - Ultra;Có;8 GB;256 GB;5110mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 120HzĐộ sáng 2100 nitsĐộ sâu màu 8 bitĐộ tương phản 5.000.000:1Giải màu rộng DCI-P3960Hz PWM dimmingCorning Gorilla Glass 5;Xiaomi HyperOS;Octa-core processor, up to 2.5GHzTiền trình 6nm;163.25 x 76.55 x 8.16 mm;196.5 g;Mặt lưng máy: Nhựa cao cấp;120 Hz;Mali-G57 MC2;MicroSD;IP54;33 W;Mở khoá vân tay dưới màn hình;MicroSD, hỗ trợ tối đa 1 TB
xiaomi redmi note 14;6490000.0;6.67 inches;AMOLED;108MP, ƒ/1.78MP góc siêu rộng, ƒ/2.22MP Macro, ƒ/2.4;20MP, ƒ/2.2;MediaTek Dimensity 7025 - Ultra;Có;8 GB;256 GB;5110mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 120HzĐộ sáng 2100 nitsĐộ sâu màu 8 bitĐộ tương phản 5.000.000:1Giải màu rộng DCI-P3960Hz PWM dimmingCorning Gorilla Glass 5;Xiaomi HyperOS;Octa-core processor, up to 2.5GHzTiền trình 6nm;162.4 x 75.7 x 7.99 mm;190 g;Mặt lưng máy: Nhựa cao cấpKhung máy: Nhựa;120 Hz;IMG BXM-8-256;MicroSD;IP64;33 W;Mở khoá vân tay dưới màn hình;MicroSD, hỗ trợ tối đa 1 TB
iphone 16 plus;24790000.0;6.7 inches;Super Retina XDR OLED;Camera chính: 48MP, f/1.6, 26mm, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu cao Camera góc siêu rộng: 12MP, ƒ/2.2, 13 mm, Focus Pixels 100%, Độ phóng đại quang học 2x, độ thu nhỏ quang học 2x;;;;;;;;;;;;;;;;;;;;;
xiaomi 15t pro;0.0;6.83 inches;AMOLED;Chính: 50MP, f/1.62, OIS, cảm biến Light Fusion 900Tele: 50MP, f/3.0, OIS, Samsung JN5, Zoom 5x, 10x lossless, Ultra Zoom 20xSiêu rộng: 12MP, f/2.2, 120° FOV;32MP, f/2.2, tiêu cự 21mm;MediaTek Dimensity 9400+;;12 GB;512 GB;5500mAh;2 Nano SIM;2772 x 1280 pixels;Độ sáng tối đa 3200 nits, 447ppi, 68 tỷ màu, DCI-P3, HDR10+, Dolby Vision®, DC dimming, TÜV Rheinland;Xiaomi HyperOS 2;;162.7 x 77.9 x 7.96 mm;210 g;Khung máy: NhômMặt lưng máy: Nhôm;144 Hz;ARM Immortalis-G925;;IP68;90 W;Mở khoá vân tay dưới màn hình;
xiaomi 15t pro;0.0;6.83 inches;AMOLED;Chính: 50MP, f/1.62, OIS, cảm biến Light Fusion 900Tele: 50MP, f/3.0, OIS, Samsung JN5, Zoom 5x, 10x lossless, Ultra Zoom 20xSiêu rộng: 12MP, f/2.2, 120° FOV;32MP, f/2.2, tiêu cự 21mm;MediaTek Dimensity 9400+;;12 GB;512 GB;5500mAh;2 Nano SIM;2772 x 1280 pixels;Độ sáng tối đa 3200 nits, 447ppi, 68 tỷ màu, DCI-P3, HDR10+, Dolby Vision®, DC dimming, TÜV Rheinland;Xiaomi HyperOS 2;;162.7 x 77.9 x 7.96 mm;210 g;Khung máy: NhômMặt lưng máy: Nhôm;144 Hz;ARM Immortalis-G925;;IP68;90 W;Mở khoá vân tay dưới màn hình;
xiaomi 15t pro;0.0;6.83 inches;AMOLED;Chính: 50MP, f/1.62, OIS, cảm biến Light Fusion 900Tele: 50MP, f/3.0, OIS, Samsung JN5, Zoom 5x, 10x lossless, Ultra Zoom 20xSiêu rộng: 12MP, f/2.2, 120° FOV;32MP, f/2.2, tiêu cự 21mm;MediaTek Dimensity 9400+;;12 GB;512 GB;5500mAh;2 Nano SIM;2772 x 1280 pixels;Độ sáng tối đa 3200 nits, 447ppi, 68 tỷ màu, DCI-P3, HDR10+, Dolby Vision®, DC dimming, TÜV Rheinland;Xiaomi HyperOS 2;;162.7 x 77.9 x 7.96 mm;210 g;Khung máy: NhômMặt lưng máy: Nhôm;144 Hz;ARM Immortalis-G925;;IP68;90 W;Mở khoá vân tay dưới màn hình;
xiaomi 17 ultra;36990000.0;6.9 inches;LTPO AMOLED;Camera chính: 200 MPGóc siêu rộng: 50 MP;50 MP;Qualcomm Snapdragon 8 Elite Gen 5;Có;16 GB;512 GB;6000 mAh;2 Nano-SIM;2608 x 1200 Pixels;Độ phân giải màn hình: 2608 × 1200 pixelsĐộ sáng tối đa 3500 nits;Android 16 với HyperOS;8 nhân;162.9 x 77.6 x 8.29 mm;219 g;Khung máy: Hợp kim nhômMặt lưng máy: Kính;120 Hz;Adreno 830;;IP68;90 W;Mở khoá vân tay dưới màn hình;
oppo find n5;44180000.0;8.12 inches;AMOLED;50MP, ƒ/1.8 OIS (Chính) + 8MP, ƒ/2.2 (Góc rộng) + 50MP, ƒ/2.7 (Tele);Màn hình chính: 8MP, ƒ/2.4Màn hình ngoài: 8MP, ƒ/2.4;Qualcomm Snapdragon® 8 Elite;Có;16 GB;512 GB;5600mAh;Dual nano-SIM hoặc 1 nano-SIM + 1 eSIM;2.480 x 2.248 pixels;Tần số: 120HzMàn hình chính: Kính Pet+UTG, 1400nitMàn hình ngoài: 6.62 inch, 1140 x 2616 (FHD+), kính siêu mỏng Nanocrytal, 1600nit1 tỷ màu sắc;ColorOS 15, nền tảng Android 15;;Mở: 160.87 x 146.58 x 4.21 mm - Gập: 160.87 x 74.42 x 8.93 mm;229 g;Mặt lưng máy: Sợi thủy tinhKhung máy: Hợp kim nhôm;120 Hz;Adreno 830;Không;;;;
oppo reno10 pro+;10490000.0;6.74 inches;AMOLED;Camera góc rộng: 50 MPKính tiềm vọng: 64 MP, PDAF, 5x optical zoomCamera góc siêu rộng: 8 MP, f/2.2;Camera góc rộng: 32 MP, f/2.4;Snapdragon 8 plus Gen 1 8 nhân;Có;12 GB;256 GB;4700 mAh;2 SIM (Nano-SIM);1240 x 2772 pixels;1 tỷ màu, tần số quét 120Hz, HDR10+, 1100 nits, Kính cường lực AGC DT-Star2;Android 13;1x3.0 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510;;;;;;;;;;
xiaomi redmi note 14 pro plus;7990000.0;6.67 inches;AMOLED;Chính 200MP, OIS - f/1.65  Góc siêu rộng 8MP - f/2.2 Macro 2MP - f/2.4;Camera trước - f/2.2;Snapdragon® 7s Gen 3;Có;8 GB;256 GB;5110 mAh;2 Nano-SIM;2712 x 1220 pixels;Tần số quét: Lên đến 120Hz  Độ sáng: 3000 nits   Độ sâu màu: 12-bit  Tỷ lệ tương phản: 5,000,000:1;Android 14;8 nhân, xung nhịp 2.5Ghz;162.53 x 74.67 x 8.85 cm;210.14 g;Mặt lưng máy: Kính (màu đen, xanh), Giả da (màu tím);120 Hz;Qualcomm Adreno;Không;IP68;;;
honor x9c;7290000.0;6.78 inches;AMOLED;Camera chính 108MP (F1.75), OIS + Camera góc rộng 5MP (F2.2);16MP (F2.45);Qualcomm Snapdragon 6 Gen 1;Có;12 GB;256 GB;6600mAh, 66W (120V/3.3A);2 SIM (Nano-SIM);1224 x 2700 Pixels;2700*1224 Pixels1,07 tỷ màu1.5 K độ phân giải4000nit100% DCI-P3;MagicOS 8.0, dựa trên Android 14;4 x A78 *2.2GHz + 4 x A55*1.8GHz;162.8 x 75.5 x 7.98 mm;189 g;Khung máy: Nhựa;120 Hz;Adreno 710;;IP65M;;;
xiaomi poco f8 pro;14890000.0;6.59 inches;AMOLED;"50MP chính (Light Fusion 800, 1/1.55"", f/1.88, OIS, 6P) + 50MP tele 60mm (f/2.2) + 8MP góc siêu rộng (f/2.2)";20MP;Snapdragon® 8 Elite;Có;12 GB;256 GB;6210mAh;2 Nano SIM hoặc 2 eSIM hoặc 1 Nano SIM + 1 eSIM;2510 x 1156 pixels;Độ sáng tối đa 3500 nitsTỷ lệ tương phản 5.000.000:1Độ sáng HBM 2000 nits68 tỷ màu | Dải màu rộng DCI-P3Cảm ứng kháng nước 2.0Chứng nhận TUV (ánh sáng xanh thấp, chống nhấp nháy, nhịp sinh học);Xiaomi HyperOS 3;8 nhân;157.5 x 75.3 x 8 mm;199 g;Khung máy: NhômMặt lưng máy: Kính;120 Hz;Adreno 830;Không;IP68;;;
iphone 17;30990000.0;6.3 inches;Super Retina XDR OLED;48MP Fusion Main f/1.6 OIS12MP Tele 2x f/1.6 OIS48MP Ultra Wide f/2.2 120°;18MP Center Stage, f/1.9, PDAF;Apple A19;Có;8 GB;512 GB;30 Giờ;Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim;2622 x 1206  pixels;Dynamic IslandMàn hình luôn bậtHDRTrue ToneDải màu rộng (P3)Haptic TouchTỷ lệ tương phản 2.000.000:1Độ sáng 1000 nit (typ)Đỉnh 1600 nit (HDR)Đỉnh 3000 nit (ngoài trời)Lớp phủ chống vân tay, chống phản chiếu;iOS 26;6 lõi (2 hiệu năng + 4 tiết kiệm điện);149.6 x 71.5 x 7.95 mm;177 g;Khung máy: Nhôm nguyên khốiMặt lưng máy: Kính pha màu;120 Hz;Apple GPU 5 nhân;;IP68;40 W;Mở khoá khuôn mặt Face ID;
oppo find x9 pro;0.0;6.78 inches;AMOLED;50MP OIS (Chính) + 200MP OIS (Tele) + 50MP (Góc rộng) + 2MP (Mono);50MP;;;;;;;;;;;;;;;;;;;;
oppo a6 pro;0.0;6.57 inches;AMOLED;50MP (Chính, f/1.8) + 2MP (Mono, f/2.4), có đèn flash;16MP, f/2.4;MediaTek Helio G100, tối đa 2.2GHz;Có;8 GB;256 GB;7000mAh;2 Nano SIM (Sim 2 chung khe với thẻ nhớ);1080 x 2372 pixels (FullHD+);1 tỷ màu, Độ sáng tối đa 1400 nits;ColorOS 15 (Android 15);8 nhân, tối đa 2.2GHz;158.2 x 75.02 x 8mm -  Viền mỏng 2.23mm;188 g;Khung máy: NhựaMặt lưng máy: Thủy tinh hữu cơ;120 Hz;Mali-G57 MC2;;IP66, IP68, IP69;80 W;Mở khoá vân tay dưới màn hình;MicroSD, hỗ trợ tối đa 2 TB
oppo a6 pro;0.0;6.57 inches;AMOLED;50MP (Chính, f/1.8) + 2MP (Mono, f/2.4), có đèn flash;16MP, f/2.4;MediaTek Helio G100, tối đa 2.2GHz;Có;8 GB;256 GB;7000mAh;2 Nano SIM (Sim 2 chung khe với thẻ nhớ);1080 x 2372 pixels (FullHD+);1 tỷ màu, Độ sáng tối đa 1400 nits;ColorOS 15 (Android 15);8 nhân, tối đa 2.2GHz;158.2 x 75.02 x 8mm -  Viền mỏng 2.23mm;188 g;Khung máy: NhựaMặt lưng máy: Thủy tinh hữu cơ;120 Hz;Mali-G57 MC2;;IP66, IP68, IP69;80 W;Mở khoá vân tay dưới màn hình;MicroSD, hỗ trợ tối đa 2 TB
iphone 17 pro max;50490000.0;6.9 inches;Super Retina XDR;Chính: 48MP khẩu độ ƒ/1.6 OIS hỗ trợ chụp 24MP hoặc 48MPGóc Siêu Rộng: 48MP khẩu độ ƒ/2.2 góc nhìn 120°Telephoto: 48MP khẩu độ ƒ/2.8 OIS zoom quang học lên đến 8x;Camera 18MP Center Stage Khẩu độ ƒ/1.9;Chip A19 Pro;Có;12 GB;1 TB;37 Giờ;Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim;2868 x 1320 pixels;Màn hình Luôn Bật, ProMotion 120Hz, HDR, True Tone, Dải màu rộng (P3), Haptic Touch, Tỷ lệ tương phản 2.000.000:1, Độ sáng 1000 nit (tiêu chuẩn), 1600 nit (HDR), 3000 nit (ngoài trời) / tối thiểu 1 nit, Lớp phủ kháng dầu, Chống phản chiếu, Hỗ trợ đa ngôn;iOS 26;CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện;163.4 x 78 x 8.75 mm;231 g;Khung máy: Nhôm nguyên khốiMặt lưng máy: Ceramic Shield;120 Hz;Apple GPU 6 nhân;;IP68;40 W;Mở khoá khuôn mặt Face ID;
