name,price,link,Hệ điều hành,Chip xử lý (CPU),Tốc độ CPU,Chip đồ họa (GPU),RAM,Dung lượng lưu trữ,Dung lượng còn lại (khả dụng) khoảng,Danh bạ,Độ phân giải camera sau,Quay phim camera sau,Đèn Flash camera sau,Tính năng camera sau,Độ phân giải camera trước,Tính năng camera trước,Công nghệ màn hình,Độ phân giải màn hình,Màn hình rộng,Độ sáng tối đa,Mặt kính cảm ứng,Dung lượng pin,Loại pin,Hỗ trợ sạc tối đa,Công nghệ pin,Bảo mật nâng cao,Tính năng đặc biệt,"Kháng nước, bụi",Ghi âm,Xem phim,Mạng di động,SIM,Wifi,GPS,Bluetooth,Cổng kết nối/sạc,Jack tai nghe,Kết nối khác,Thiết kế,Chất liệu,"Kích thước, khối lượng",Thời điểm ra mắt,Hãng,description,brand,sku,mpn,price_json,currency,Sạc kèm theo máy,Nghe nhạc,Radio,Thẻ nhớ,Đèn pin
Điện thoại iPhone 16 Pro 1TB,39.990.000₫,https://www.thegioididong.com/dtdd/iphone-16-pro-1tb,iOS 18,Apple A18 Pro 6 nhân,Hãng không công bố,Apple GPU 6 nhân,8 GB,1 TB,1009 GB,Không giới hạn,"Chính 48 MP & Phụ 48 MP, 12 MP",HD 720p@30fps,Có,Ảnh Raw,12 MP,Smart HDR 5,OLED,Super Retina XDR (1206 x 2622 Pixels),"6.3"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",2000 nits,Kính cường lực Ceramic Shield,27 giờ,Li-Ion,20 W,Tiết kiệm pin,Mở khoá khuôn mặt Face ID,Âm thanh Dolby Atmos,IP68,Ghi âm mặc định,MP4,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,Wi-Fi MIMO,iBeacon,v5.3,Type-C,Type-C,NFC,Nguyên khối,Khung Titan & Mặt lưng kính cường lực,Dài 149.6 mm - Ngang 71.5 mm - Dày 8.25 mm - Nặng 199 g,09/2024,iPhone (Apple). <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại iPhone 16 Pro 1TB trả chậm 0%, thu cũ trợ giá lên đến 2 triệu, hư gì đổi nấy 12 tháng, giảm đến 15% phụ kiện khác mua kèm, giao hàng nhanh chóng. Đặt ngay!",['iPhone (Apple)'],329148,329148,39990000.0,VND,,MP3,,,
Điện thoại Samsung Galaxy Z Flip7 FE 5G 8GB/128GB,18.490.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-z-flip7-fe,Android 16,Exynos 2400 10 nhân,3.2 GHz,Xclipse 940,8 GB,128 GB,98.5 GB,Không giới hạn,Chính 50 MP & Phụ 12 MP,FullHD 1080p@240fps,Có,Xóa phông,10 MP,Xóa phông,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED",Chính: FHD+ (1080 x 2640 Pixels) x Phụ: HD+ (720 x 748 Pixels),"Chính 6.7"" & Phụ 3.4"" - Tần số quét Chính: 120 Hz & Phụ: 60 Hz",Chính 2600 nits & Phụ 1600 nits,Kính cường lực Corning Gorilla Glass Victus 2,4000 mAh,Li-Ion,25 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Trợ lý ảo Google Gemini,IP48,Ghi âm mặc định,WEBM,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,Wi-Fi hotspot,QZSS,v5.4,Type-C,Type-C,OTG,Nguyên khối,Khung nhôm & Mặt lưng kính cường lực,Dài 165.1 mm (khi mở) | 85.1 mm (khi gập) - Ngang 71.9 mm - Dày 6.9 mm (khi mở) | 14.9 mm (khi gập) - Nặng 187g,07/2025,Samsung. <span class='parameter__manu'>Xem thông tin hãng</span>,"Samsung Galaxy Z Flip 7 FE 5G 8GB/128GB giá tốt, giảm ngay 2tr, thu cũ trợ giá đến 2tr, tổng bảo hành 13 tháng chính hãng, trả chậm 0% lãi suất. Mua ngay!",['Samsung'],338741,338741,18490000.0,VND,,DFF,,,
Điện thoại Xiaomi Redmi Note 15 Pro 8GB/256GB,8.690.000₫,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-15-pro-8gb-256gb,Xiaomi HyperOS 2.2,MediaTek Helio G200-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2.0 GHz,Mali-G57 MC2,8 GB,256 GB,Hãng không công bố,Không giới hạn,Chính 200MP & Phụ 8 MP,HD 720p@30fps,Có,Tự động lấy nét (AF),32 MP,Xóa phông,AMOLED,Full HD+ (1080 x 2392 Pixels),"6.77"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",3200 nits,Kính cường lực Corning Gorilla Glass Victus 2,6500 mAh,Silicon-Carbon,45 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,,IP65,Ghi âm mặc định,MP4,Hỗ trợ 4G,2 Nano SIM hoặc 1 Nano SIM + 1 thẻ nhớ,Wi-Fi MIMO,QZSS,v5.3,Type-C,Type-C,OTG,Nguyên khối,Khung & Mặt lưng nhựa Polycarbonate,Dài 163.22 mm - Ngang 76.29 mm - Dày 7.96 mm - Nặng 195 g,01/2026,Xiaomi. <span class='parameter__manu'>Xem thông tin hãng</span>,"Xiaomi Redmi Note 15 Pro 8GB/256GB giá tốt, bảo hành rơi vỡ 2 năm, tặng Loa Bluetooth Xiaomi Sound Outdoor, bảo hành pin 4 năm, trả chậm 0% lãi suất. Mua ngay đến 28/2!",['Xiaomi'],360307,360307,8690000.0,VND,45 W,OGG,Có,MicroSD,
Điện thoại OPPO A6 Pro 8GB/128GB,8.290.000₫,https://www.thegioididong.com/dtdd/oppo-a6-pro-8gb-128gb,Android 15,MediaTek Helio G100 8 nhân,2.2 GHz,Mali-G57 MC2,8 GB,128 GB,110 GB,Không giới hạn,Chính 50 MP & Phụ 2 MP,HD 720p@60fps,Có,Xóa phông,16 MP,Xóa phông,AMOLED,Full HD+ (1080 x 2372 Pixels),"6.57"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1400 nits,Kính cường lực AGC DT-Star D+,7000 mAh,Li-Po,80 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),"IP66, IP68, IP69",Ghi âm mặc định,MP4,Hỗ trợ 4G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),Wi-Fi 5,QZSS,v5.4,Type-C,Type-C,OTG,Nguyên khối,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,Dài 158.2 mm - Ngang 75.02 mm - Dày 8 mm - Nặng 188 g,10/2025,OPPO. <span class='parameter__manu'>Xem thông tin hãng</span>,"OPPO A6 Pro 8GB/128GB giá tốt, miễn phí 30GB data Viettel trong 30 ngày, bảo hành 24 tháng, giảm 300K, thu cũ giảm đến 1.5tr, trả chậm 0% lãi suất. Mua ngay!",['OPPO'],344651,344651,8290000.0,VND,80 W,OGG,,"MicroSD, hỗ trợ tối đa 2 TB",
Điện thoại vivo Y19s Pro 8GB/128GB,5.000.000₫,https://www.thegioididong.com/dtdd/vivo-y19s-pro-8gb,Android 15,Unisoc Tiger T612,1.8 GHz,Mali-G57,8 GB,128 GB,115 GB,Không giới hạn,Chính 50 MP & Phụ 0.08 MP,HD 720p@30fps,Có,Xóa phông,5 MP,Xóa phông,IPS LCD,HD+ (720 x 1608 Pixels),"6.68 "" - Tần số quét 90 Hz",1000 nits,Kính cường lực,6000 mAh,Li-Ion,44 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Ứng dụng kép (Nhân bản ứng dụng),IP64,Ghi âm mặc định,WEBM,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.2,Type-C,3.5 mm,OTG,Nguyên khối,Khung & Mặt lưng nhựa,Dài 165.75 mm - Ngang 76.1 mm - Dày 8.1 mm - Nặng 200 g,06/2025,vivo. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại vivo Y19s Pro 8GB/128GB chính hãng, giá rẻ giảm ngay 200K hoặc nhận PMH 250K, trả chậm 0% lãi suất, tặng 6 tháng bảo hành, giao tận nơi. Mua ngay!",['vivo'],338918,338918,5400000.0,VND,44 W,WAV,Có,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại realme 15T 5G 8GB/256GB,8.490.000₫,https://www.thegioididong.com/dtdd/realme-15t-5g-8gb-256gb,Android 15,MediaTek Dimensity 6400 Max 8 nhân,2 nhân 2.5 GHz & 6 nhân 2.0 GHz,Mali-G57 MC2,8 GB,256 GB,233 GB,Không giới hạn,"Chính 50 MP & Phụ 2 MP, Flicker",HD 720p@60fps,Có,Zoom kỹ thuật số,50 MP,Xóa phông,AMOLED,Full HD+ (1080 x 2372 Pixels),"6.57"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",4000 nits,Kính cường lực AGC DT-Star D+,7000 mAh,Li-Ion,60 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Thu nhỏ màn hình sử dụng một tay,"IP66, IP68, IP69",Ghi âm mặc định,VP9,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.3,Type-C,Type-C,OTG,Nguyên khối,Khung & Mặt lưng nhựa,Dài 158.36 mm - Ngang 75.19 mm - Dày 7.79 mm (Xám & Xanh) | 7.89 mm (Bạc) - Nặng 181g (Xám & Xanh) | 183g (Bạc),09/2025,realme. <span class='parameter__manu'>Xem thông tin hãng</span>,"Mua realme 15T 5G 8GB/256GB tặng thêm 12 tháng bảo hành, bảo hành 24 tháng, thu cũ giảm đến 1.5 triệu, giảm ngay 300K, trả chậm 0% - trả trước 0đ. Mua ngay!",['realme'],343063,343063,8990000.0,VND,80 W,WMA,,Đang cập nhật,
Điện thoại realme Note 70 4GB/64GB,2.990.000₫,https://www.thegioididong.com/dtdd/realme-note-70-4gb-64gb,Android 15,Unisoc T7250 8 nhân,2 nhân 1.8 GHz & 6 nhân 1.6 GHz,Mali-G57 MP1,4 GB,64 GB,48 GB,Không giới hạn,13 MP,HD 720p@30fps,Có,Zoom kỹ thuật số,5 MP,Xóa phông,TFT LCD,HD+ (720 x 1600 Pixels),"6.74"" - Tần số quét 90 Hz",563 nits,Kính cường lực,6300 mAh,Li-Ion,15 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Độ bền chuẩn quân đội MIL-STD 810H,IP54,Ghi âm mặc định,VP9,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,GPS,v5.2,Type-C,3.5 mm,OTG,Nguyên khối,Khung & Mặt lưng nhựa,Dài 167.2 mm - Ngang 76.6 mm - Dày 7.94 mm - Nặng 201 g,08/2025,realme. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại realme Note 70 4GB/64GB giá tốt, giảm giá 100K hoặc tặng PMH trị giá 150K, trả chậm 0% lãi suất, giảm thêm 100K cho HSSV/Tài xế công nghệ. Mua ngay!",['realme'],340260,340260,3090000.0,VND,15 W,MP3,Có,"MicroSD, hỗ trợ tối đa 2 TB",
Điện thoại Motorola Edge 60 Fusion 5G 8GB/256GB,8.690.000₫,https://www.thegioididong.com/dtdd/motorola-edge-60-fusion-8gb-256gb,Android 15,Mediatek Dimensity 7400 8 nhân,4 nhân 2.6 GHz & 4 nhân 2.0 GHz,Mali-G615 MC2,8 GB,256 GB,225 GB,Không giới hạn,Chính 50 MP & Phụ 13 MP,FullHD 1080p@60fps,Có,Xóa phông,32 MP,Xóa phông,P-OLED,1.5K (1220 x 2712 Pixels),"6.7"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",4500 nits,Kính cường lực Corning Gorilla Glass 7i,5500 mAh,Li-Po,68 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Độ bền chuẩn quân đội MIL-STD 810H,IP68 & IP69,Ghi âm mặc định,WMV,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,GPS,v5.4,Type-C,Type-C,NFC,Nguyên khối,Khung kim loại & Mặt lưng da nhân tạo,Dài 161 mm - Ngang 73 mm - Dày 8.2 mm - Nặng 180 g,11/2025,,"Motorola Edge 60 Fusion 8GB/256GB giá tốt, độ bền chuẩn quân đội, camera siêu nét với SONY LYTIA, tặng data Viettel 5G 30GB, trả chậm 0% lãi suất. Mua ngay đến 30/11!",['Motorola'],358224,358224,8690000.0,VND,68 W,WAV,,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại Motorola Razr 60 5G 8GB/256GB,19.690.000₫,https://www.thegioididong.com/dtdd/motorola-razr-60-8gb-256gb,Android 15,Mediatek Dimensity 7400X 8 nhân,4 nhân 2.6 GHz & 4 nhân 2.0 GHz,Mali-G615 MC2,8 GB,256 GB,225 GB,Không giới hạn,Chính 50 MP & Phụ 13 MP,FullHD 1080p@60fps,Có,Xóa phông,32 MP,Xóa phông,P-OLED,Chính: Full HD+ (1080 x 2640 Pixels) & Phụ: 1056 x 1066 Pixels,"Chính 6.9"" & Phụ 3.6"" - Tần số quét Chính: 120 Hz & Phụ: 90 Hz",Chính 3000 nits & Phụ 1700 nits,Kính cường lực Corning Gorilla Glass Victus,4500 mAh,Li-Ion,33 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Âm thanh Dolby Atmos,IP48,Ghi âm mặc định,WMV,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.4,Type-C,Type-C,NFC,Nguyên khối,Đang cập nhật,Dài 171.3 mm (khi mở) | 88.08 mm (khi gập) - Ngang 73.99 mm - Dày 7.25m (khi mở) | 15.85 mm (khi gập) - Nặng 188 g,11/2025,,"Motorola Razr 60 8GB/256GB giá tốt, biểu tượng thời thượng, camera 50MP màu chuẩn 100%, tặng kèm sạc nhanh và ốp lưng, nhận ưu đãi đến 1tr. Mua ngay đến 30/11!",['Motorola'],358223,358223,19690000.0,VND,33 W,WAV,,,
Điện thoại Samsung Galaxy Z Fold7 5G 12GB/256GB,41.990.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-z-fold7,Android 16,Qualcomm Snapdragon 8 Elite For Galaxy 8 nhân,4.47 GHz,Adreno 830,12 GB,256 GB,223.6 GB,Không giới hạn,"Chính 200 MP & Phụ 12 MP, 10 MP",FullHD 1080p@240fps,Có,Zoom quang học,Trong 10 MP & Ngoài 10 MP,Xóa phông,Dynamic AMOLED 2X,Chính: QXGA+ (1968 x 2184 Pixels) & Phụ: Full HD+ (1080 x 2520 Pixels),"Chính 8.0"" & Phụ 6.5"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",2600 nits,Kính cường lực Corning Gorilla Glass Ceramic 2,4400 mAh,Li-Ion,25 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Trợ lý ảo Google Gemini,IP48,Ghi âm mặc định,WEBM,Hỗ trợ 5G,2 Nano SIM hoặc 2 eSIM hoặc 1 Nano SIM + 1 eSIM,Wi-Fi hotspot,QZSS,v5.4,Type-C,Type-C,OTG,Nguyên khối,Khung nhôm & Mặt lưng kính cường lực,Dài 158.4 mm - Ngang 143.2 mm (khi mở) | 72.8 mm (khi gập) - Dày 4.2 mm (khi mở) | 8.9 mm (khi gập) - Nặng 215g,07/2025,Samsung. <span class='parameter__manu'>Xem thông tin hãng</span>,"Mua Samsung Galaxy Z Fold 7 5G 12GB/256GB giá tốt, nhận tổng ưu đãi đến 13 triệu, giảm ngay 2 triệu, hệ sinh thái Samsung mua kèm giảm đến 50%. Mua ngay!",['Samsung'],338738,338738,41990000.0,VND,,XMF,,,
Điện thoại Xiaomi Redmi Note 15 Pro+ 5G 12GB/256GB,12.690.000₫,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-15-pro-plus-5g-12gb-256gb,Xiaomi HyperOS 2.2,Snapdragon 7s Gen 4 8 nhân,"1 nhân 2.7 GHz, 3 nhân 2.4 GHz & 4 nhân 1.8 GHz",Adreno 810,12 GB,256 GB,Hãng không công bố,Không giới hạn,Chính 200MP & Phụ 8 MP,HD 720p@30fps,Có,Tự động lấy nét (AF),32 MP,Xóa phông,CrystalRes AMOLED,1.5K (1280 x 2772 Pixels),"6.83"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",3200 nits,Kính cường lực Corning Gorilla Glass Victus 2,6500 mAh,Silicon-Carbon,100 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,,"IP66, IP68, IP69, IP69K",Ghi âm mặc định,MP4,Hỗ trợ 5G,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,Wi-Fi MIMO,QZSS,v5.4,Type-C,Type-C,OTG,Nguyên khối,"Khung nhựa Polycarbonate & Mặt lưng da nhân tạo, sợi thủy tinh",Dài 163.34 mm - Ngang 78.31 mm - Dày 8.19 mm - Nặng 207.1 g,01/2026,Xiaomi. <span class='parameter__manu'>Xem thông tin hãng</span>,"Xiaomi Redmi Note 15 Pro Plus 5G giá tốt, bảo hành vào nước 2 năm, bảo hành pin 4 năm, tặng Loa Bluetooth Xiaomi Sound Outdoor, trả chậm 0% lãi suất. Mua ngay đến 28/2!",['Xiaomi'],360309,360309,12690000.0,VND,100 W,OGG,Có,,
Điện thoại OPPO A6 Pro 5G 12GB/256GB,10.990.000₫,https://www.thegioididong.com/dtdd/oppo-a6-pro-5g-12gb-256gb,Android 15,MediaTek Dimensity 6300 5G 8 nhân,2.4 GHz,Mali-G57 MC2,12 GB,256 GB,230 GB,Không giới hạn,Chính 50 MP & Phụ 2 MP,HD 720p@60fps,Có,Xóa phông,16 MP,Xóa phông,AMOLED,Full HD+ (1080 x 2372 Pixels),"6.57"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1400 nits,Kính cường lực AGC DT-Star D+,6500 mAh,Li-Po,80 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),"IP66, IP68, IP69",Ghi âm mặc định,MP4,Hỗ trợ 5G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),Wi-Fi 5,QZSS,v5.4,Type-C,Type-C,OTG,Nguyên khối,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,Dài 158.2 mm - Ngang 75.02 mm - Dày 8 mm - Nặng 185 g,10/2025,OPPO. <span class='parameter__manu'>Xem thông tin hãng</span>,"OPPO A6 Pro 5G 12GB/256GB giá tốt, giảm 300K hoặc tặng PMH 350K mua phụ kiện, bảo hành 24 tháng, thu cũ trợ giá đến 1.5tr, trả chậm 0% lãi suất. Mua ngay!",['OPPO'],344649,344649,10990000.0,VND,80 W,OGG,,"MicroSD, hỗ trợ tối đa 2 TB",
Điện thoại vivo V60 5G 12GB/256GB,15.390.000₫,https://www.thegioididong.com/dtdd/vivo-v60-12gb-256gb,Android 15,Snapdragon 7 Gen 4 8 nhân,"1 nhân 2.8 GHz, 4 nhân 2.4 GHz & 3 nhân 1.8 GHz",Đang cập nhật,12 GB,256 GB,227 GB,Không giới hạn,"Chính 50 MP & Phụ 50 MP, 8 MP",HD 720p@30fps,Có,Zoom quang học,50 MP,Xóa phông,AMOLED,Full HD+ (1080 x 2392 Pixels),"6.77"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",5000 nits,Đang cập nhật,6500 mAh,BlueVolt,90 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),IP68 & IP69,Ghi âm mặc định,WEBM,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,GPS,v5.4,Type-C,Type-C,OTG,Nguyên khối,Khung kim loại & Mặt lưng kính (Tím) | Nhựa (Xám),Dài 163.53 mm - Ngang 76.96 mm - Dày 7.53 mm (Xám) | 7.65 mm (Tím) - Nặng 192g (Xám) | 200g (Tím),08/2025,vivo. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại vivo V60 5G 12GB/256GB giá tốt, tặng tai nghe truyền xương Shokz Openmove, thu cũ trợ giá đến 3 triệu, bảo hành 24 tháng, trả chậm 0% lãi suất. Mua ngay!",['vivo'],341625,341625,15990000.0,VND,90 W,WAV,,,
Điện thoại realme C71 4GB/128GB,3.820.000₫,https://www.thegioididong.com/dtdd/realme-c71,Android 15,Unisoc T7250 8 nhân,1.8 GHz,Mali-G57 MP1,4 GB,128 GB,105 GB,Không giới hạn,Chính 50 MP & Cảm biến Flicker,HD 720p@30fps,Có,Xóa phông,5 MP,Xóa phông,TFT LCD,HD+ (720 x 1604 Pixels),"6.67"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",725 nits,Kính cường lực Panda,6300 mAh,Li-Ion,45 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Xoá vật thể AI,IP64,Ghi âm mặc định,MP4,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,GPS,v5.2,Type-C,3.5 mm,OTG,Nguyên khối,Khung & Mặt lưng nhựa,Dài 165.8 mm - Ngang 75.9 mm - Dày 7.79 mm - Nặng 196 g,06/2025,realme. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại realme C71 4GB/128GB chính hãng, giá rẻ, giảm ngay 200K hoặc tặng PMH trị giá 250K, trả chậm 0% lãi suất - trả trước 0đ, 1 đổi 1 trong 30 ngày. Mua ngay!",['realme'],337741,337741,3920000.0,VND,45 W,MP3,,"MicroSD, hỗ trợ tối đa 256 GB",
Điện thoại HONOR X9c Smart 5G 12GB/256GB,6.650.000₫,https://www.thegioididong.com/dtdd/honor-x9c-smart,Android 14,MediaTek Dimensity 7025-Ultra 5G 8 nhân,2 nhân 2.5 GHz & 6 nhân 2.0 GHz,IMG BXM-8-256,12 GB,256 GB,235 GB,Không giới hạn,Chính 108 MP & Phụ 5 MP,HD 720p@30fps,Có,Zoom kỹ thuật số,16 MP,Xóa phông,TFT LCD,Full HD+ (1080 x 2412 Pixels),"6.8"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",850 nits,Kính cường lực HONOR,5800 mAh,Li-Ion,35 W,Sạc pin nhanh,Mở khoá vân tay cạnh viền,Xoá vật thể AI,,Ghi âm mặc định,WEBM,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,GPS,v5.3,Type-C,Type-C,OTG,Nguyên khối,Khung & Mặt lưng nhựa,Dài 165.98 mm - Ngang 75.8 mm - Dày 7.88 mm - Nặng 193 g,01/2025,HONOR. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại HONOR X9c Smart 5G 12GB/256GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['HONOR'],333480,333480,6650000.0,VND,35 W,WAV,,,
Điện thoại Samsung Galaxy A06 5G 6GB/128GB,3.400.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-5g-6gb-128gb?utm_flashsale=1,Android 15,MediaTek Dimensity 6300 5G 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G57,6 GB,128 GB,109.4 GB,Không giới hạn,Chính 50 MP & Phụ 2 MP,HD 720p@120fps,Có,Zoom kỹ thuật số,8 MP,Xóa phông,PLS LCD,HD+ (720 x 1600 Pixels),"6.7"" - Tần số quét 90 Hz",480 nits,Kính cường lực,5000 mAh,Li-Ion,25 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Ứng dụng kép (Dual Messenger),IP54,Ghi âm mặc định,WEBM,Hỗ trợ 5G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),Wi-Fi hotspot,QZSS,v5.3,Type-C,3.5 mm,,Nguyên khối,Khung & Mặt lưng nhựa,Dài 167.3 mm - Ngang 77.3 mm - Dày 8 mm - Nặng 191 g,03/2025,Samsung. <span class='parameter__manu'>Xem thông tin hãng</span>,"Mua điện thoại Samsung Galaxy A06 5G 6GB/128GB chính hãng, giá tốt, giảm giá 300K hoặc tặng PMH phụ kiện, hư gì đổi nấy 12 tháng, trả chậm 0% lãi suất. Mua ngay!",['Samsung'],335234,335234,3150000.0,VND,,XMF,Có,"MicroSD, hỗ trợ tối đa 1.5 TB",
Điện thoại Xiaomi 15T Pro 5G 12GB/512GB,19.490.000₫,https://www.thegioididong.com/dtdd/xiaomi-15t-pro-5g-12gb-512gb,Android 15,MediaTek Dimensity 9400+ 8 nhân,3.73 GHz,ARM Immortalis-G925,12 GB,512 GB,499 GB,Không giới hạn,"Chính 50 MP & Phụ 50 MP, 12 MP",FullHD 1080p@120fps,Có,Xóa phông,32 MP,Xóa phông,Super AMOLED,1.5K (1280 x 2772 Pixels),"6.83"" - Tần số quét 144 Hz",3200 nits,Kính cường lực Corning Gorilla Glass 7i,5500 mAh,Li-Po,90 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Âm thanh Hi-Res Audio,IP68,Ghi âm mặc định,MP4,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,GPS,v6.0,Type-C,Type-C,OTG,Nguyên khối,Khung hợp kim nhôm & Mặt lưng sợi thuỷ tinh,Dài 162.7 mm - Ngang 77.9 mm - Dày 7.96 mm - Nặng 210 g,09/2025,Xiaomi. <span class='parameter__manu'>Xem thông tin hãng</span>,"Xiaomi 15T Pro 5G 12GB/512GB giá tốt, tặng bảo hiểm rơi vỡ màn hình 6 tháng, thu cũ giảm đến 2.5tr, bảo hành 24 tháng chính hãng, 1 đổi 1 trong 30 ngày. Mua ngay!",['Xiaomi'],356739,356739,19490000.0,VND,90 W,OGG,Có,,
